用户名,时间,内容,转发,评论,点赞,转发源作者,转发源
环球网,16小时前,"【东京残奥落幕，中国代表团连续五届残奥双第一，外媒记者：“中国国歌每天播10次”】与东京奥运会期间的酷暑难耐相比，残奥会期间的东京秋雨绵绵。日本当地时间5日晚8时，东京残奥会在国立竞技场举行闭幕式，历时13天的残奥会画上句号。本届残奥会，中国队共获得96金60银51铜，改写29项世界纪录，连续5届坐上残奥会金牌榜和奖牌榜头把交椅。国际残奥委会主席帕森斯在闭幕式上表示，“东京残奥会具有历史意义，并且十分精彩。” #中国国歌每天播10次#

“谢谢日本”

与东京残奥会开幕式一样，5日的闭幕式在没有观众的情况下举行，日本德仁天皇的弟弟文仁亲王、国际残奥委会主席帕森斯、日本首相菅义伟出席。闭幕式主题是“和谐之声”，并提出“差异闪耀之城”的概念。日本共同社称，与开幕式不同的是，运动员们从一开始就已经坐在场地中央，欢呼、鼓掌、挥舞旗帜，还有人用日语大喊“谢谢日本”。

本届残奥会吸引162个国家/地区以及难民代表团参加，决出全部878个项目的奖牌，参赛人数约4400人创残奥史之最，还创造100多项新的世界纪录。有86支代表队赢得奖牌，62支代表队至少获得一枚金牌。闭幕式上，东京都知事小池百合子将残奥旗帜交给国际残奥委会主席帕森斯，再转交巴黎市长伊达尔戈，残奥就此步入“巴黎时间”。帕森斯说，欢迎全世界的残疾人选手2024年在巴黎相聚。

“中国国歌每天播10次”

残奥闭幕式上，女子轮椅篮球选手张雪梅担任中国代表团旗手。当中国队入场时，日本NHK电视台主持人介绍说，中国取得东京残奥金牌榜和奖牌榜双第一，“中国有专门的残奥体育设施，可以让残疾人在良好的环境中训练”。5日，中共中央、国务院向残奥中国代表团致贺电。

本届残奥会，中国队在一些项目实现历史性突破：杨秋霞为中国队拿到首枚残奥会羽毛球金牌，中国轮椅女篮首获残奥会亚军，李羽洁赢得中国队在跆拳道项目上的首枚残奥会奖牌。日本共同社称，将于明年2月举办北京冬奥会的中国，在东京残奥会奖牌榜上遥遥领先其他国家，紧随其后的是英国、美国和俄罗斯残奥委会。东道主日本以13金15银23铜排在奖牌榜第11位。

“中国人的惊人胜利！”德国《法兰克福汇报》驻东京记者5日写道，中国国歌《义勇军进行曲》在东京残奥会赛场每天播放约10次，许多参与者都会记得“起来！”这句歌词。中国队不仅在乒乓球这种传统强项称霸，也在西方曾经主导的游泳、篮球等项目表现完美，这一切与中国政府的支持以及运动员的努力密不可分。瑞士《新苏黎世报》称，中国残奥代表团出色的成绩与中国20年来在残奥运动上投入大量资金有关。国际残奥委员会主席帕森斯在接受采访时称，“有些事情只有在中国才有可能，中国将继续大力投资残奥会。”

东京奥运和残奥实现“安全第一”

“残奥运动员应该得到更多鼓励和认可。”德国电视一台5日称，残疾人运动早已不再是一项康复运动，而是一项高性能竞技运动，“高性能运动需要管理和营销，财政支持也十分必要和重要”。东京奥组委和残奥组委主席桥本圣子强调，将完善环境使有残疾的孩子们也能开展体育运动。

“尽管在7月23日开幕式前围绕奥运会的丑闻层出不穷，但东京奥运会和残奥会没有出现重大问题。”日本共同社如此总结。根据日本国立感染症研究所的统计，奥运会相关感染有453例，其中来自日本国外的有147例。桥本圣子结合奥运会表示，残奥会期间进一步贯彻了新冠病毒检测和访日相关人士的行动管理，“也实现了安全第一”。日本东邦大学教授馆田一博认为，运动员和大会相关人员之间的感染有限，防疫泡沫和选手村的检查发挥了很好的作用。

东京都5日宣布，东京都内新增新冠病例1853人，这比一周前的周日减少1228人；东京都最近7日平均新增感染人数为2549.3人，是该地区连续第12日的周平均数据低于前一周。（环球时报）",39,31,417,,
GDTV央金,8-15 22:37,#东京奥运日记##东京奥运会# 【央金在奥运】日本每天1万+的新冠新增，每次核酸前都像去考试，每次看结果都像看成绩。日本东京的出入境核酸检测是怎样做的？我们是这样回国的#东京奥运广东体育频道最强音# GDTV央金的微博视频,7,16,96,,
全球IT行业网,8-25 16:49,【#东京奥组委回应奖牌掉皮# 不影响】东京奥运会金牌“掉皮”事件引起广泛关注。25日，东京奥组委回应称：此次剥落的部分并非镀金，而是涂在奖牌表面的一层涂膜，“不影响奖牌本身的质量”。据公开资料显示，本次东京奥运会的所有奖牌都是用回收的电子垃圾制造的。这在奥运历史上是首次。 新浪科技的微博视频,103,86,562,,
吗熊,8-25 22:29,"我的@东京2020年奥运会 主持之旅…
最难忘的男排比赛之一：四分之一决赛，法国对波兰的赛前镜头。法语名字也非常难念……
法国队淘汰了世锦赛冠军，并一举夺冠。他们的激情和顽强被载入奥运史册。
#东京奥运日记##女排赛场的BGM是他选的# 日本·东京 吗熊的微博视频",13,30,165,,
谷大白话,8-14 21:21,这位画手其实是清华本科哈佛读研的设计师,862,49,700,@使徒子:,东京奥运会的骚操作，从五年前就开始了… 使徒子的微博视频
喝红酒,9-5 20:09,"#33届巴黎奥运会#
33届巴黎奥运会也叫做2024年巴黎奥运会，共有32个大项和329个小项。新增加的大项是霹雳舞，取消的大项是棒垒球和空手道。举重、拳击、帆船和帆板项目的设置也有一些变化。

前几天，2024年巴黎奥组委第二次拒绝空手道出现在奥运会上的计划。在不久前结束的东京奥运会上，空手道首次成为奥运会的正式项目。",14,10,22,,
菜菜kana,8-8 15:51,"88秒带你回顾中国奥运天团东京奥运会名场面！中国健儿真的很棒！我爱中国🇨🇳
#东京奥运会观后感# 菜菜kana的微博视频",908,2428,8522,,
绝对伏特加,9-1 13:30,"2019年男子MGC及赛后大迫杰采访
不可谓不经典啊，跌宕起伏的过程。在东京奥运会落幕后，MGC这样的预选模式估计也算寿终正寝了。还有不到3年，巴黎奥运会日本马拉松代表队资格如何落实？

#东京奥运会# #迈出勇敢第一步# @陪你跑 绝对伏特加的微博视频",5,8,30,,
阿卡宇航,8-27 09:43,#阿卡读国# 【阿卡读国】001期，从东京奥运看日本。日本东京奥运会，那各种阴间的场面层出不穷。细究到根本，其实跟日本这个国家很有关系。今天就来看阿卡是怎么吐槽日本的吧！主创：@脱欧入亚卡菊轮 @儒雅随和鲍里斯 #微博公开课# #东京奥运会开幕式迷惑行为# 阿卡宇航的微博视频,44,23,181,,
留守先生,9-2 16:57,#盘点东京奥运会上的中国技术#国际奥委会宣布阿里巴巴成为数字合作伙伴，阿里云为奥林匹克广播服务提供了不可磨灭的贡献，让我们期待未来中国技术在世界上有更多的露脸的机会。,1226,4039,6915,,
芒果捞小萌主,8-25 09:33,"#东京奥运奖牌的质量有多差#
汪顺回应东京奥运会金牌掉皮
“我也扣了一下，也掉皮，不能再扣了”
cr:体坛报 芒果捞小萌主的微博视频",26,34,423,,
艾婷婷-婷婷走走,8-25 22:37,#不可辜负的美食##东京奥运会# 归来隔离第16天，好想出去翻翻手机里的视频，假装自己在外面。#东京奥运日记# 臆想篇 艾婷婷-婷婷走走的微博视频,5,15,59,,
中国新闻网,8-24 22:34,【#孙颖莎说想与航天英雄过过招# 】据中国乒协消息，在东京奥运会上斩获1金1银的国乒小将孙颖莎，在看到三位航天英雄在太空上打球的画面时后表示希望与他们过过招。“临近东京奥运会时，在电视上看到你们成功飞上太空的新闻，让我再一次感受到了祖国的强大。我告诉自己，背靠强大祖国，我也要在东京奥运会的赛场上升国旗、奏国歌，像你们一样为国争光、为民族争气。很荣幸和骄傲的是，我做到了！身处中国乒乓球队这个光荣的集体，我会继续刻苦训练、锤炼本领、顽强拼搏，力争续写国球辉煌。等着你们凯旋！” 中国新闻网的微博视频,21,36,567,,
茉茉奶香,9-2 17:21,#盘点东京奥运会上的中国技术#中国技术越来越多的露脸机会了！真的太强了不得不佩服！！没想到现在我们中国技术发展这么好！期待未来中国技术在世界上有更多露脸机会,105,103,104,,
中国青年报,8-28 19:45,#我的家乡隐藏大产业#【你知道吗？#奥运会上的杠铃来自中国农村#】当中国举重运动员在奥运会上获得冠军时，很少有人知道，他们举起来的杠铃竟然来自河北一个最普通的农村——河北沧州市泊头市张孔村，东京奥运会等众多世界性赛事的所使用的杠铃都来自这里。从1983年开始，这个村里就开始有人做杠铃，带头人名叫张宝银。后来，张孔杠铃跟大国企竞争，跟国际大品牌较量，又顺利拿下国际举重联合会的认证，成为奥运会举重比赛器材提供商。这个国产运动品牌38年的成长背后，隐藏着中国钢铁行业近40年的历史脉络。#氧气视频#（李若一 尹希宁 王林 宋潞）@青蜂侠Bee 中国青年报的微博视频,15,3,90,,
央视网,8-14 12:34,【#日本首例拉姆达感染者与奥运关联#】日本媒体13日援引消息人士的话报道，日本发现的首例拉姆达毒株感染者与东京奥运会有关。确诊者为女性，现年30多岁，去过秘鲁，7月20日持奥运会相关证件在东京羽田机场入境。日本国立感染症研究所确认她感染的是拉姆达毒株。#日本首例拉姆达毒株感染者关联奥运会# 央视网的微博视频,13,13,144,,
呱呱每日冲浪,8-10 08:50,东京奥运会俄罗斯奖牌榜，为我们的朋友鼓掌,249,267,2827,,
心灵书局,9-2 16:53,#盘点东京奥运会上的中国技术#没想到阿里云，这么厉害！真的太强了不得不佩服！！没想到现在我们中国技术发展这么好！期待未来中国技术在世界上有更多露脸机会,100,304,622,,
咪姐闲娱拌饭,8-19 19:37,"白衬衫我可以
马龙:帅已经是我不值一提的东西了#马龙#东京奥运会",4,11,210,,
广东体育最强音,8-16 22:47,"全红婵的潮漫作品，你们喜欢吗！@全红婵
#东京奥运会，首席明星！#广东荣耀# 粤体育的微博视频",171,70,2716,,
环球时报,9-1 12:39,【#郎平官宣卸任中国女排主教练#】今天，中国女排主教练郎平在个人社交媒体宣布自己已经离任。她说：“今天，是我离任中国女排主教练的第一天。”2013年，郎平成为中国女排主教练，2016年里约奥运会她带领中国女排夺得冠军，前不久的东京奥运会，中国女排小组未能出线。祝福郎指导未来一切顺利！（中国新闻网）,78,77,453,,
历史故事,9-2 16:49,#盘点东京奥运会上的中国技术#好厉害呀！作为首次采用云转播的奥运，东京奥运被称为“数字化水平最高的一届”，也是呈现手段最为丰富的一届，数字化背后，正是大量中国技术的参与和支持啊！,106,100,101,,
阿文说体育,8-15 08:58,#奥运会# 奥运会结束了，相信不少人最近感到有点“虚浮”阿文也对这次中国代表团的表现进行了视频总结。《总结篇上期》带大家一起看看我们传统六大项此次奥运会的表现。六大项作为基本盘决定我们金牌总数的下限，也希望中国的六大梦之队巴黎奥运周期继续强势的表现#围观奥运会# 阿文说体育的微博视频,14,18,131,,
钟sir说体操,8-23 18:29,#东京奥运会# 中国🇨🇳#体操# 女队队长，章瑾平衡木～头炮木头，顺下来真心不容易，棒棒哒🎉 长沙·湘腾商业广场 网页链接,5,60,361,,
-四分三十三秒-,8-24 09:10,"#朱雪莹的东京奥运会金牌掉一层皮#
总结网友评论：
1. 这质量还不如我从义乌买的
2. 你再抠抠兴许能抠出巧克力
3. 震惊，东京奥运冠军拿了假金牌……
4.别扣了，再扣就变成银牌了。
5. 这奖牌有保修期嘛，支持无理由退换嘛。
6.说明含金量最高，都掉渣啦。",9,27,240,,
是我历史君,9-2 16:51,#盘点东京奥运会上的中国技术#今年的比赛不仅中国奥运健儿大放异彩，中国技术也表现亮眼，出现在奥运赛事的各个环节。来自中国的转播云技术在本届奥运上投入使用。作为首次采用云转播的奥运，东京奥运被称为“数字化水平最高的一届”，也是呈现手段最为丰富的一届！,107,101,101,,
奥林匹克运动会,8-18 17:04,"🎞️✨ 这份属于奥林匹克的记忆，永远值得我们去回味！

👉点击【网页链接】进入奥林匹克官网【重温东京2020】主页，观看东京奥运会所有比赛回放和赛事集锦，重温每一个陪伴我们度过这个奥运盛夏的精彩瞬间！

#奥运会# ｜#共同强大#",4,4,50,,
WTT世界乒联,8-20 14:24,"乒乓荣耀属于每一个热爱的你我❤️

在#2020东京奥运会#上，乒乓球运动员们交出了满意答卷，我们的球迷同样给力🔥感恩有你🎉",26,35,475,,
Houson猴姆,8-20 01:47,好迅速！戴利#Tom Daley#戴#东京奥运会#金牌性感登上《Wonderland》杂志封面美图大赏！,40,225,844,,
人民体育,8-20 11:10,#盘带# 【李和林：东京女排赛场上的中国MC】东京奥运会女排的赛场上，中国队的比赛中很多观众都发现，在现场听到了《小苹果》、《最炫民族风》、《青春修炼手册》等耳熟能详的中文歌曲，尤其是女排最后一场对阵阿根廷的比赛后播放的《阳光总在风雨后》更是十分的应景，令人动容。而这些中文歌曲会出现在奥运赛场，都离不开东京奥运会上唯一一位中国MC李和林的努力，今天最新一期的盘带，我们连线李和林，一起听听他的东京奥运之旅。#微博放映厅# #围观奥运会# 人民体育的微博视频,25,5,63,,
新浪排球,8-18 09:05,"女排南美锦标赛将于9月15日-20日在哥伦比亚举行，在东京奥运会上获得了银牌的巴西女排公布了14人参赛名单。
主攻：加比、娜塔莉亚、克里斯蒂娜、凯斯莉-克莱门特
副攻：卡洛琳、卡罗尔、比亚、马亚尼
接应：罗萨玛利亚、洛伦尼
二传：马克里斯、罗贝塔
自由人：尼耶米、纳蒂尼亚
在东京奥运会中途因为赛外兴奋剂检测阳性的接应坦达拉无缘本次南美锦标赛，费加雷、卡米拉此前已经宣布退出国家队。",3,21,66,,
巢巢巢巢巢Even,8-18 16:38,"中国蛙泳第一人罗雪娟：东京奥运会中国游泳队成绩为何如此牛逼？
跟奥运冠军一起聊聊游泳，冠军食谱和保养秘笈！
ps：别问了，真不是我亲姐姐！#奥运会# #围观奥运会# 巢巢巢巢巢Even的微博视频",14,58,216,,
不良博士,8-20 19:06,"【白俄罗斯女运动员逃跑波兰，这事竟和俄罗斯有关？】

奥运会后拒绝回国，白俄罗斯女运动员为啥跑波兰去了？

#东京奥运会# #V光计划# #微博公开课# @微博视频号 不良博士的微博视频",17,22,238,,
潇洒友A,8-19 23:31,#生活奇妙物语# ▶️日本坐不住了，东京奥运会被爆血亏1.64万亿，会给日本带来啥影响👇#东京奥运会# 潇洒友A的微博视频,16,13,35,,
羽毛球杂志,8-20 16:20,"国羽面对面：国羽面对面：李俊慧/刘雨辰谈奥运首秀

作为中国羽毛球队唯一一对参加奥运的男双组合，李俊慧/刘雨辰用一枚银牌为自己的首次奥运会之旅划伤了句号。从小组赛到决赛，这一对组合如何看到自己的奥运首秀？又如何评价自己的表现？两位搭档给出了自己的看法。

@TAURUS-李俊慧 @刘雨辰1961

#世说新羽# #国羽面对面# #东京奥运会# 羽毛球杂志的微博视频",15,14,144,,
香港商報網,8-19 11:30,#东京奥运会# #香港#【有片｜东京奥运港队代表巴士巡游今举行 市民热烈挥手喝采】东京奥运会港队代表今日（19日）早上出席由港府与港协暨奥委会举行的巴士巡游活动，包括夺得2面银牌的泳手何诗蓓、空手道女子个人形铜牌得主刘慕裳，以及获得乒乓球女团铜牌的杜凯琹、李皓晴及苏慧音等人。运动健儿们身穿米白色港队队服，在开蓬巴士上挥动手上的区旗。在弥敦道和广东道是最佳观赏位置，大批市民到场守候，给运动员热烈挥手喝采。 香港商報網的微博视频,5,20,59,,
中国新闻网,8-21 11:11,【#苏炳添说我不是神#】东京奥运会上，@苏炳添 在男子百米赛场跑出9秒83的成绩，创造历史。在接受中新社“东西问”栏目专访时被问到中国田径是否会出现下一个苏炳添时，他给予了肯定的答案：“百分百会出现。所有纪录都是用来打破的，我不是神，不可能我做得到而别人都做不到，有超越才有进步。通过努力，我认为我们未来还有进步的空间。”#东西问 中国运动员#（记者 张见悦 郭军 蔡敏婕）独家 | 苏炳添：为什么说我们是东西方体育交流的最大收获者？,8,9,108,,
中国奥林匹克委员会,8-21 13:44,【#吕小军奥运夺冠背后的秘密# 】8人参赛力斩7金，东京奥运会让全世界见识到中国举重队的“力量”。37岁老将吕小军更是再次站上奥运会最高领奖台，成就一段传奇。他们的成功到底有什么秘诀，国家举重队科医团队负责人李清正带你揭秘。#中国举重队的黑科技# #围观奥运会# 中国奥林匹克委员会的微博视频,13,4,41,,
中国新闻网,8-21 11:08,【#苏炳添说刘长春给我们指引#】#苏炳添 我完成了历代先辈的嘱托# 从百米名将刘长春1932年首次参加奥运会，成为第一位站上奥运赛场的中国人，到苏炳添在东京奥运会上创造新历史，一代又一代中国田径人为了梦想不懈努力。苏炳添在接受中新社“东西问”栏目专访时说：“刘长春开启了中国短跑参加奥运会的先例，他就像我们最大的一个前辈，给我们指引，告诉我们说，其实我们也可以参加奥运。这次东京奥运会比赛后我曾说：‘我已经完成了自己的梦想，完成了历代先辈的嘱托’。”#东西问 中国运动员#（记者 张见悦 郭军 蔡敏婕）独家 | 苏炳添：为什么说我们是东西方体育交流的最大收获者？,5,5,113,,
多啦C梦的口袋,8-21 18:05,"前不久结束的2020东京奥运会，我看到了超多的感动：中国运动健儿们不论年龄大小，不论是在赛场上还是日常训练中都坚持拼搏，突破障碍，超越自己。而这次视频节目我也有幸能够认识几位00后左右的松下全球创意马拉松比赛中国区冠军并且做了深度的交流采访，收获颇丰，他们也是一群积极向上的新生势力。松下全球创意马拉松比赛简称SCM，这个比赛的主旨是希望当代大学生能够运用科技的力量去跨越运动中的各种障碍。

其实不论年龄，我们都需要不断的挑战自我，跨越一道道障碍，战胜自己！不知道你没是否也有在运动中或生活中跨越障碍战胜自己的经历呀？希望大家能够在评论里，和我分享你们的故事呢！

另外不要错过8月23日@Panasonic松下中国 将会有我们这几位获奖选手的最终比赛演讲直播哦！ 多啦C梦的口袋的微博视频",333,416,2406,,
奥林匹克运动会,8-14 14:48,"【东京奥运会奖牌时刻】西蒙·拜尔斯🇺🇸

💪正视自己，就是迎接更好的自己

#奥运会# | #共同强大# 奥林匹克运动会的微博视频",24,38,578,,
BWF世界羽联,8-16 12:00,"#东京奥运会#冠军图集🏆

“现在他们确实比我强，但我相信在不久的将来我会打败他们”
📷：@大頭shitang
——阿朗佐·莫宁",19,35,304,,
奥林匹克运动会,8-15 12:20,"【东京奥运会奖牌时刻】伊塔洛·费雷拉🇧🇷

🏄踏浪而来，成为历史首位站上奥运会最高领奖台的冲浪冠军！

#奥运会# | #共同强大# 奥林匹克运动会的微博视频",38,21,306,,
奥林匹克运动会,8-17 12:00,"【东京奥运会奖牌时刻】汤姆·戴利🇬🇧 @TomDaley1994

💦 一针一线的执着，缝制一个盼望多年的金牌梦

#奥运会# | #共同强大# 奥林匹克运动会的微博视频",23,23,437,,
新浪体育,8-14 23:30,"倒计时10天！东京残奥会宣传片：8月24日开幕 同样精彩！

东京奥运会已经结束，东京残奥会即将开始！8月24日至9月5日，第16届夏季残疾人奥林匹克运动会将在东京拉开帷幕，这也是东京在时隔57年之后再次举办残奥会。#围观奥运会#东京残奥会宣传片：8月24日开幕 同样精彩",22,21,192,,
奥林匹克运动会,8-13 12:30,"💥🏅️鸣响头枪，射落首金！崭新一代，彰显不可阻挡的力量

让我们跟随激动人心的现场解说，一起重温杨倩@杨大妞YYY 在东京奥运会上的惊艳表现！

#奥运会# | #共同强大# 奥林匹克运动会的微博视频",1130,213,9408,,
喝红酒,9-5 20:09,"#33届巴黎奥运会#
33届巴黎奥运会也叫做2024年巴黎奥运会，共有32个大项和329个小项。新增加的大项是霹雳舞，取消的大项是棒垒球和空手道。举重、拳击、帆船和帆板项目的设置也有一些变化。

前几天，2024年巴黎奥组委第二次拒绝空手道出现在奥运会上的计划。在不久前结束的东京奥运会上，空手道首次成为奥运会的正式项目。",14,10,22,,
果儿Dora,8-8 18:00,"【果真有好物 | 1688🍑同款不同价】
怒扒网红工厂店之睡衣&连衣裙探店
⚡️差价44！ 扒到450w🍑网红店一模一样连衣裙
⚡️某8省下大50实现睡衣自由🙇🏼♀️
⚡同源实锤！包装、发货地、寄件人通通一样！
🍑家老板已经提🔪在路上了！姐妹们速🐎！大家有看#东京奥运会闭幕式#看到#闭幕式灯光拼出奥运五环#好激动果儿Dora的微博视频",1179,2272,5948,,
邢台身边事,8-19 19:58,网友再现东京奥运会闭幕式鬼魅表演 邢台身边事的微博视频,19,11,147,,
中国新闻网,8-18 18:38,【#孙颖莎说东京奥运会有遗憾#】#东西问 中国运动员#对于刚刚结束的东京奥运之旅，中国乒乓球选手@孙颖莎 在接受@中新体育 专访时坦言，现在还会想起比赛中的场景与感受，留在脑海中的记忆很深刻。“因为单打最终没有能够拿到金牌，多少还是会有一些遗憾。但是从整体表现而言，我觉得还是完成了任务，这对自己也是一种肯定。”(记者 岳川 温孟馨),13,21,196,,
上海体育发布,8-27 14:12,#东京奥运会#2020东京奥运会，中国代表团中共有46位上海奥运健儿，他们摘得5金4银2铜共计11枚奖牌，创历届奥运会参赛最好成绩。11枚奥运奖牌的背后，是上海逐步形成多元化的后备人才培养体系。今天，就和小体一起去看看赛场闪耀背后的故事吧：（来源：上观新闻）,5,9,43,,
全是搞笑菌,9-2 16:56,#盘点东京奥运会上的中国技术#太棒了，阿里云真的太强了不得不佩服，没想到现在我们中国技术发展这么好！期待未来中国技术在世界上有更多露脸机会,102,94,101,,
中国经济网,8-24 09:40,【#朱雪莹的东京奥运会金牌掉一层皮#】昨晚，东京奥运会女子蹦床冠军朱雪莹（@白桃乌龙小圆子 ）在微博上发问：“你们的奖牌…也能抠掉一层皮吗？”朱雪莹在评论中解释说，一开始真的不是她故意抠的，她以为是金牌脏了，就拿手蹭了蹭，发现缺口没变化，就抠了一下…然后就……网友：你再抠抠兴许还能出巧克力。,21,27,56,,
翘屁嫩喵呜,8-14 13:09,"这个好牛啊
怪不得东京奥运会期间我们运动员零感染",0,1468,0,,
中国新闻网,8-27 21:48,【骄傲！#东京赛场三面五星红旗同时升起#】#微观奥运会# 在27日下午进行的东京残奥会男子50米蝶泳S5级决赛中，中国队郑涛、王李超和袁伟译包揽金银铜牌，三人的成绩全部超过残奥会纪录，郑涛还打破了自己保持的世界纪录！看三面五星红旗同时升起！（人民日报）,145,107,2018,,
捷尔任斯基-,8-26 17:26,"看了一圈蓝鸟，在这届东京奥运会上……R3，强无敌。
今天又有国内从东京回来的摄影师信源，说R3表现比S社大力推广的当红旗舰要好。
有点期待R3的表现了，可我也不知到时候怎么测试。
让妹子表演后空翻吗？",10,34,41,,
BWF世界羽联,8-16 12:00,"#东京奥运会#冠军图集🏆

“现在他们确实比我强，但我相信在不久的将来我会打败他们”
📷：@大頭shitang
——阿朗佐·莫宁",19,35,304,,
奥林匹克运动会,8-17 12:00,"【东京奥运会奖牌时刻】汤姆·戴利🇬🇧 @TomDaley1994

💦 一针一线的执着，缝制一个盼望多年的金牌梦

#奥运会# | #共同强大# 奥林匹克运动会的微博视频",23,23,437,,
奥林匹克运动会,8-16 20:00,"✨ 每一份真实又饱满的情感，都值得被铭记和珍藏

❤️ 只因我们，情同与共

#奥运会# ｜#共同强大# 奥林匹克运动会的微博视频",85,27,548,,
莪叫蓝姐,8-16 22:57,#东京奥运会# 女双1/4决赛 金昭映/孔煕容vs松本麻佑/永原和可娜 超清全场 松永错失7赛点遭逆转的名场面网页链接,36,26,122,,
BWF世界羽联,8-15 12:00,"#东京奥运会#奥运花絮✨

赛场外一些有趣有爱的瞬间📷",7,9,70,,
莪叫蓝姐,8-14 17:27,弗罗斯特点评本届奥运：中国队表现出乎意料 波莉最让人惊喜#东京奥运会# 莪叫蓝姐的微博视频,14,10,75,,
使徒子,8-14 18:41,东京奥运会的骚操作，从五年前就开始了… 使徒子的微博视频,2205,464,8020,,
BWF世界羽联,8-17 20:00,"【奥运回忆录❤️】

#东京奥运会#你印象最深的决赛是❓

混双决赛🆚女双决赛 网页链接",5,25,1187,,
荆棘鸟volley,8-14 11:24,"【俄总统普京签署法令奖励东京奥运获奖运动员】#围观奥运会# 俄罗斯总统弗拉基米尔.普京11日签署了第 463 号“关于奖励俄罗斯联邦国家奖励”的重要法令，该法令对于在东京奥运会上获得奥运奖牌的俄罗斯奥委会代表队成员进行奖励；俄罗斯女排奥运代表队虽然在东京奥运会上没有获得奖牌，但是仍然凭借良好的表现被授予一级祖国功勋勋章。

#女排#",6,16,86,,
界外编辑部,8-16 09:16,"早

#围观奥运会# #东京奥运会#",62,103,960,,
美国创业者,8-17 02:02,"【万亿日元级别东京奥运的亏空谁来填？】
继东京奥运会后，残奥会也将几乎无观众举办，如何分担经费再次成为大会后的课题。原来预估的900亿日元门票收入大部分损失，还增加了疫情防控对策的支出。在亏损不可避免的背景下，东京都要求日本政府给予支持，但日本政府始终持慎重姿态，怎么解决还不清楚。 万亿日元级别东京奥运的亏空谁来填？",28,22,19,,
阿文说体育,8-20 09:49,#奥运会# 上次给大家梳理了我们传统六大项在东京奥运会的表现，这次就来聊聊潜优势项目的发挥。我们这次在水上项目的发挥基本符合预期，也让我们看到这些项目在巴黎奥运会的希望。格斗类项目虽有遗憾，不过队员们已经拼尽全力。田径游泳近些年的进步令人欣喜，还有集体项目这次也是喜忧参半。下一周期当我们传统六大项面对冲击时，只有发展潜优势项目才能保持优势，也期待我们在这些项目中继续有所突破。#围观奥运会# 阿文说体育的微博视频,11,16,137,,
火星跑步者,8-13 20:47,【正在登机！你准备好了吗？】#白·问#专访东京奥组委主席，揭开“奥”秘！东京奥运会结束了，你还有什么想了解？#白岩松专访桥本圣子#，来央视频看#白·问#，你关注的问题都在这里！,547,137,380,,
香港商報網,8-18 17:10,"【恒基向东奥港队运动员发逾1900万元奖金 林郑：是港人骄傲】中国香港队运动员在今届#东京奥运会# 取得1金2银3铜佳绩，恒基集团今日（18日）向得奖者及晋身8强的运动员发放逾1900万元奖金，金牌得主获500万元、银牌获250万元，铜牌获125万元。行政长官林郑月娥在颁奖典礼致辞时表示，香港运动员凭着超凡实力，在东奥取得彪炳成绩，比赛中多次打破香港纪录，做出个人最佳成绩，是运动员努力及毅力的成果，更是香港人的骄傲。

林郑指，香港是运动员的最强后盾，市民的支持亦很重要，政府早前提出多项运动精英化措施，并在运动科研及医学等方面增加竞争力。她期望，香港运动员在未来的大型赛事为港争光。网页链接",5,2,15,,
河北长城网,8-29 10:30,【超高含金量！#河北体育的东京奥运成绩单#】以占中国体育代表团3%的参赛人数取得了15.8%的金牌占比、12.5%的奖牌占比——在东京奥运会上，河北奥运健儿在射击、女子铅球、乒乓球、游泳、跳水等项目上多点开花，一次次突破自我、打破纪录，成为强势突破的“河北现象”，交出了一份令世人瞩目、令燕赵儿女自豪的亮眼成绩单。（冀云客户端） 河北长城网的微博视频,19,18,184,,
中国新闻网,9-5 21:33,【#东京残奥会圣火熄灭#】北京时间5日晚，随着燃烧在东京新国立竞技场的圣火缓缓熄灭，东京残奥会正式闭幕。下一届夏季残奥会将在法国巴黎举办。东京残奥会闭幕式上，国际残奥委会会旗传递给了巴黎市长伊达尔戈。期待中国体育代表团在巴黎的表现！ #微观奥运会#,31,13,161,,
新浪乒乓球,8-19 08:55,"#倪夏莲说祖国永远是祖国# 东京奥运会是“倪奶奶”倪夏莲的第五届奥运会。1983年，20岁的倪夏莲是中国乒乓球运动员，赢得了东京世锦赛混合双打和女子团体赛事金牌。

2020年东京奥运会，58岁的她代表卢森堡重回日本参赛。和17岁的韩国选手申裕斌打到7局的一场比赛，让她瞬间成为中国社交媒体上的“网红”。

东京奥运会后，“倪奶奶”返回卢森堡乡野田园，料理庭院花草，关心粮食蔬菜。这就是她的故事。 新浪乒乓球的微博视频",6,7,67,,
